ccode,country,oecd,exrate,year,edulevel2,meanwage,medianwage,yearly_wage_dollar,oecd country,oecd_country,oecd_avg,avg_wage_differential
PER,Peru,0,2.76,2010,No education,294.7339,151.4286,1281.452,CAN,Canada,24329.7,20118.648
PER,Peru,0,2.76,2010,Post-secondary,1271.482,806.6071,5528.183,CAN,Canada,38053.46,37175.922
PER,Peru,0,2.76,2010,Secondary,726.2724,490.9524,3157.706,CAN,Canada,28221.78,25700.574
PER,Peru,0,2.76,2010,No education,294.7339,151.4286,1281.452,FRA,France,18260.06,20118.648
PER,Peru,0,2.76,2010,Post-secondary,1271.482,806.6071,5528.183,FRA,France,35017.81,37175.922
PER,Peru,0,2.76,2010,Secondary,726.2724,490.9524,3157.706,FRA,France,23269.14,25700.574
PER,Peru,0,2.76,2010,No education,294.7339,151.4286,1281.452,DEU,Germany,22262,20118.648
PER,Peru,0,2.76,2010,Post-secondary,1271.482,806.6071,5528.183,DEU,Germany,52544.73,37175.922
PER,Peru,0,2.76,2010,Secondary,726.2724,490.9524,3157.706,DEU,Germany,29806.3,25700.574
PER,Peru,0,2.76,2010,No education,294.7339,151.4286,1281.452,GBR,Great Britain,21294,20118.648
PER,Peru,0,2.76,2010,Post-secondary,1271.482,806.6071,5528.183,GBR,Great Britain,41559.99,37175.922
PER,Peru,0,2.76,2010,Secondary,726.2724,490.9524,3157.706,GBR,Great Britain,25725.88,25700.574
PER,Peru,0,2.76,2010,No education,294.7339,151.4286,1281.452,NOR,Norway,26903,20118.648
PER,Peru,0,2.76,2010,Post-secondary,1271.482,806.6071,5528.183,NOR,Norway,36408,37175.922
PER,Peru,0,2.76,2010,Secondary,726.2724,490.9524,3157.706,NOR,Norway,30723,25700.574
PER,Peru,0,2.76,2010,No education,294.7339,151.4286,1281.452,USA,United States,23649.63,20118.648
PER,Peru,0,2.76,2010,Post-secondary,1271.482,806.6071,5528.183,USA,United States,52819.74,37175.922
PER,Peru,0,2.76,2010,Secondary,726.2724,490.9524,3157.706,USA,United States,28405.18,25700.574
PHL,Philipines,0,44.06,2010,No education,2512.513,2200,684.2977,AUS,Australia,16893.59,20715.8023
PHL,Philipines,0,44.06,2010,Post-secondary,11629.42,10000,3167.341,AUS,Australia,49858.97,39536.764
PHL,Philipines,0,44.06,2010,Secondary,4988.183,4400,1358.561,AUS,Australia,40406.8,27499.719
PHL,Philipines,0,44.06,2010,No education,2512.513,2200,684.2977,AUT,Austria,17608.82,20715.8023
PHL,Philipines,0,44.06,2010,Post-secondary,11629.42,10000,3167.341,AUT,Austria,35370.14,39536.764
PHL,Philipines,0,44.06,2010,Secondary,4988.183,4400,1358.561,AUT,Austria,24308.16,27499.719
PHL,Philipines,0,44.06,2010,No education,2512.513,2200,684.2977,CAN,Canada,24329.7,20715.8023
PHL,Philipines,0,44.06,2010,Post-secondary,11629.42,10000,3167.341,CAN,Canada,38053.46,39536.764
PHL,Philipines,0,44.06,2010,Secondary,4988.183,4400,1358.561,CAN,Canada,28221.78,27499.719
PHL,Philipines,0,44.06,2010,No education,2512.513,2200,684.2977,FRA,France,18260.06,20715.8023
PHL,Philipines,0,44.06,2010,Post-secondary,11629.42,10000,3167.341,FRA,France,35017.81,39536.764
PHL,Philipines,0,44.06,2010,Secondary,4988.183,4400,1358.561,FRA,France,23269.14,27499.719
PHL,Philipines,0,44.06,2010,No education,2512.513,2200,684.2977,DEU,Germany,22262,20715.8023
PHL,Philipines,0,44.06,2010,Post-secondary,11629.42,10000,3167.341,DEU,Germany,52544.73,39536.764
PHL,Philipines,0,44.06,2010,Secondary,4988.183,4400,1358.561,DEU,Germany,29806.3,27499.719
PHL,Philipines,0,44.06,2010,No education,2512.513,2200,684.2977,GBR,Great Britain,21294,20715.8023
PHL,Philipines,0,44.06,2010,Post-secondary,11629.42,10000,3167.341,GBR,Great Britain,41559.99,39536.764
PHL,Philipines,0,44.06,2010,Secondary,4988.183,4400,1358.561,GBR,Great Britain,25725.88,27499.719
PHL,Philipines,0,44.06,2010,No education,2512.513,2200,684.2977,NOR,Norway,26903,20715.8023
PHL,Philipines,0,44.06,2010,Post-secondary,11629.42,10000,3167.341,NOR,Norway,36408,39536.764
PHL,Philipines,0,44.06,2010,Secondary,4988.183,4400,1358.561,NOR,Norway,30723,27499.719
PHL,Philipines,0,44.06,2010,No education,2512.513,2200,684.2977,USA,United States,23649.63,20715.8023
PHL,Philipines,0,44.06,2010,Post-secondary,11629.42,10000,3167.341,USA,United States,52819.74,39536.764
PHL,Philipines,0,44.06,2010,Secondary,4988.183,4400,1358.561,USA,United States,28405.18,27499.719
RWA,Rwanda,0,584.85,2010,No education,18761.13,1300,384.9424,AUS,Australia,16893.59,21015.1576
RWA,Rwanda,0,584.85,2010,Post-secondary,293244.8,160000,6016.821,AUS,Australia,49858.97,36687.284
RWA,Rwanda,0,584.85,2010,Secondary,87910.18,43000,1803.748,AUS,Australia,40406.8,27054.532
RWA,Rwanda,0,584.85,2010,No education,18761.13,1300,384.9424,AUT,Austria,17608.82,21015.1576
RWA,Rwanda,0,584.85,2010,Post-secondary,293244.8,160000,6016.821,AUT,Austria,35370.14,36687.284
RWA,Rwanda,0,584.85,2010,Secondary,87910.18,43000,1803.748,AUT,Austria,24308.16,27054.532
RWA,Rwanda,0,584.85,2010,No education,18761.13,1300,384.9424,CAN,Canada,24329.7,21015.1576
RWA,Rwanda,0,584.85,2010,Post-secondary,293244.8,160000,6016.821,CAN,Canada,38053.46,36687.284
RWA,Rwanda,0,584.85,2010,Secondary,87910.18,43000,1803.748,CAN,Canada,28221.78,27054.532
RWA,Rwanda,0,584.85,2010,No education,18761.13,1300,384.9424,FRA,France,18260.06,21015.1576
RWA,Rwanda,0,584.85,2010,Post-secondary,293244.8,160000,6016.821,FRA,France,35017.81,36687.284
RWA,Rwanda,0,584.85,2010,Secondary,87910.18,43000,1803.748,FRA,France,23269.14,27054.532
RWA,Rwanda,0,584.85,2010,No education,18761.13,1300,384.9424,DEU,Germany,22262,21015.1576
RWA,Rwanda,0,584.85,2010,Post-secondary,293244.8,160000,6016.821,DEU,Germany,52544.73,36687.284
RWA,Rwanda,0,584.85,2010,Secondary,87910.18,43000,1803.748,DEU,Germany,29806.3,27054.532
RWA,Rwanda,0,584.85,2010,No education,18761.13,1300,384.9424,GBR,Great Britain,21294,21015.1576
RWA,Rwanda,0,584.85,2010,Post-secondary,293244.8,160000,6016.821,GBR,Great Britain,41559.99,36687.284
RWA,Rwanda,0,584.85,2010,Secondary,87910.18,43000,1803.748,GBR,Great Britain,25725.88,27054.532
RWA,Rwanda,0,584.85,2010,No education,18761.13,1300,384.9424,NOR,Norway,26903,21015.1576
RWA,Rwanda,0,584.85,2010,Post-secondary,293244.8,160000,6016.821,NOR,Norway,36408,36687.284
RWA,Rwanda,0,584.85,2010,Secondary,87910.18,43000,1803.748,NOR,Norway,30723,27054.532
RWA,Rwanda,0,584.85,2010,No education,18761.13,1300,384.9424,USA,United States,23649.63,21015.1576
RWA,Rwanda,0,584.85,2010,Post-secondary,293244.8,160000,6016.821,USA,United States,52819.74,36687.284
RWA,Rwanda,0,584.85,2010,Secondary,87910.18,43000,1803.748,USA,United States,28405.18,27054.532
ZAF,South Africa,0,6.78,2010,No education,11049.66,800,1415.929,AUS,Australia,16893.59,19984.171
ZAF,South Africa,0,6.78,2010,Post-secondary,29972.58,11800,20884.96,AUS,Australia,49858.97,21819.145
ZAF,South Africa,0,6.78,2010,Secondary,23472.78,2000,3539.823,AUS,Australia,40406.8,25318.457
ZAF,South Africa,0,6.78,2010,No education,11049.66,800,1415.929,AUT,Austria,17608.82,19984.171
ZAF,South Africa,0,6.78,2010,Post-secondary,29972.58,11800,20884.96,AUT,Austria,35370.14,21819.145
ZAF,South Africa,0,6.78,2010,Secondary,23472.78,2000,3539.823,AUT,Austria,24308.16,25318.457
ZAF,South Africa,0,6.78,2010,No education,11049.66,800,1415.929,CAN,Canada,24329.7,19984.171
ZAF,South Africa,0,6.78,2010,Post-secondary,29972.58,11800,20884.96,CAN,Canada,38053.46,21819.145
ZAF,South Africa,0,6.78,2010,Secondary,23472.78,2000,3539.823,CAN,Canada,28221.78,25318.457
ZAF,South Africa,0,6.78,2010,No education,11049.66,800,1415.929,FRA,France,18260.06,19984.171
ZAF,South Africa,0,6.78,2010,Post-secondary,29972.58,11800,20884.96,FRA,France,35017.81,21819.145
ZAF,South Africa,0,6.78,2010,Secondary,23472.78,2000,3539.823,FRA,France,23269.14,25318.457
ZAF,South Africa,0,6.78,2010,No education,11049.66,800,1415.929,DEU,Germany,22262,19984.171
ZAF,South Africa,0,6.78,2010,Post-secondary,29972.58,11800,20884.96,DEU,Germany,52544.73,21819.145
ZAF,South Africa,0,6.78,2010,Secondary,23472.78,2000,3539.823,DEU,Germany,29806.3,25318.457
ZAF,South Africa,0,6.78,2010,No education,11049.66,800,1415.929,GBR,Great Britain,21294,19984.171
ZAF,South Africa,0,6.78,2010,Post-secondary,29972.58,11800,20884.96,GBR,Great Britain,41559.99,21819.145
ZAF,South Africa,0,6.78,2010,Secondary,23472.78,2000,3539.823,GBR,Great Britain,25725.88,25318.457
ZAF,South Africa,0,6.78,2010,No education,11049.66,800,1415.929,NOR,Norway,26903,19984.171
ZAF,South Africa,0,6.78,2010,Post-secondary,29972.58,11800,20884.96,NOR,Norway,36408,21819.145
ZAF,South Africa,0,6.78,2010,Secondary,23472.78,2000,3539.823,NOR,Norway,30723,25318.457
ZAF,South Africa,0,6.78,2010,No education,11049.66,800,1415.929,USA,United States,23649.63,19984.171
ZAF,South Africa,0,6.78,2010,Post-secondary,29972.58,11800,20884.96,USA,United States,52819.74,21819.145
ZAF,South Africa,0,6.78,2010,Secondary,23472.78,2000,3539.823,USA,United States,28405.18,25318.457
TMP,Timor Leste,0,1,2010,No education,47.3997,0,568.7964,AUS,Australia,16893.59,20831.3036
TMP,Timor Leste,0,1,2010,Post-secondary,527.3481,230,6328.177,AUS,Australia,49858.97,36375.928
TMP,Timor Leste,0,1,2010,Secondary,165.0212,115,1980.254,AUS,Australia,40406.8,26878.026
TMP,Timor Leste,0,1,2010,No education,47.3997,0,568.7964,AUT,Austria,17608.82,20831.3036
TMP,Timor Leste,0,1,2010,Post-secondary,527.3481,230,6328.177,AUT,Austria,35370.14,36375.928
TMP,Timor Leste,0,1,2010,Secondary,165.0212,115,1980.254,AUT,Austria,24308.16,26878.026
TMP,Timor Leste,0,1,2010,No education,47.3997,0,568.7964,CAN,Canada,24329.7,20831.3036
TMP,Timor Leste,0,1,2010,Post-secondary,527.3481,230,6328.177,CAN,Canada,38053.46,36375.928
TMP,Timor Leste,0,1,2010,Secondary,165.0212,115,1980.254,CAN,Canada,28221.78,26878.026
TMP,Timor Leste,0,1,2010,No education,47.3997,0,568.7964,FRA,France,18260.06,20831.3036
TMP,Timor Leste,0,1,2010,Post-secondary,527.3481,230,6328.177,FRA,France,35017.81,36375.928
TMP,Timor Leste,0,1,2010,Secondary,165.0212,115,1980.254,FRA,France,23269.14,26878.026
TMP,Timor Leste,0,1,2010,No education,47.3997,0,568.7964,DEU,Germany,22262,20831.3036
TMP,Timor Leste,0,1,2010,Post-secondary,527.3481,230,6328.177,DEU,Germany,52544.73,36375.928
TMP,Timor Leste,0,1,2010,Secondary,165.0212,115,1980.254,DEU,Germany,29806.3,26878.026
TMP,Timor Leste,0,1,2010,No education,47.3997,0,568.7964,GBR,Great Britain,21294,20831.3036
TMP,Timor Leste,0,1,2010,Post-secondary,527.3481,230,6328.177,GBR,Great Britain,41559.99,36375.928
TMP,Timor Leste,0,1,2010,Secondary,165.0212,115,1980.254,GBR,Great Britain,25725.88,26878.026
TMP,Timor Leste,0,1,2010,No education,47.3997,0,568.7964,NOR,Norway,26903,20831.3036
TMP,Timor Leste,0,1,2010,Post-secondary,527.3481,230,6328.177,NOR,Norway,36408,36375.928
TMP,Timor Leste,0,1,2010,Secondary,165.0212,115,1980.254,NOR,Norway,30723,26878.026
TMP,Timor Leste,0,1,2010,No education,47.3997,0,568.7964,USA,United States,23649.63,20831.3036
TMP,Timor Leste,0,1,2010,Post-secondary,527.3481,230,6328.177,USA,United States,52819.74,36375.928
TMP,Timor Leste,0,1,2010,Secondary,165.0212,115,1980.254,USA,United States,28405.18,26878.026
URY,Uruguay,0,19.5,2010,No education,6270.44,4183.366,3858.732,AUS,Australia,16893.59,17541.368
URY,Uruguay,0,19.5,2010,Post-secondary,24352.3,18422.73,14986.03,AUS,Australia,49858.97,27718.075
URY,Uruguay,0,19.5,2010,Secondary,11237.54,8106.021,6915.409,AUS,Australia,40406.8,21942.871
URY,Uruguay,0,19.5,2010,No education,6270.44,4183.366,3858.732,AUT,Austria,17608.82,17541.368
URY,Uruguay,0,19.5,2010,Post-secondary,24352.3,18422.73,14986.03,AUT,Austria,35370.14,27718.075
URY,Uruguay,0,19.5,2010,Secondary,11237.54,8106.021,6915.409,AUT,Austria,24308.16,21942.871
URY,Uruguay,0,19.5,2010,No education,6270.44,4183.366,3858.732,CAN,Canada,24329.7,17541.368
URY,Uruguay,0,19.5,2010,Post-secondary,24352.3,18422.73,14986.03,CAN,Canada,38053.46,27718.075
URY,Uruguay,0,19.5,2010,Secondary,11237.54,8106.021,6915.409,CAN,Canada,28221.78,21942.871
URY,Uruguay,0,19.5,2010,No education,6270.44,4183.366,3858.732,FRA,France,18260.06,17541.368
URY,Uruguay,0,19.5,2010,Post-secondary,24352.3,18422.73,14986.03,FRA,France,35017.81,27718.075
URY,Uruguay,0,19.5,2010,Secondary,11237.54,8106.021,6915.409,FRA,France,23269.14,21942.871
URY,Uruguay,0,19.5,2010,No education,6270.44,4183.366,3858.732,DEU,Germany,22262,17541.368
URY,Uruguay,0,19.5,2010,Post-secondary,24352.3,18422.73,14986.03,DEU,Germany,52544.73,27718.075
URY,Uruguay,0,19.5,2010,Secondary,11237.54,8106.021,6915.409,DEU,Germany,29806.3,21942.871
URY,Uruguay,0,19.5,2010,No education,6270.44,4183.366,3858.732,GBR,Great Britain,21294,17541.368
URY,Uruguay,0,19.5,2010,Post-secondary,24352.3,18422.73,14986.03,GBR,Great Britain,41559.99,27718.075
URY,Uruguay,0,19.5,2010,Secondary,11237.54,8106.021,6915.409,GBR,Great Britain,25725.88,21942.871
URY,Uruguay,0,19.5,2010,No education,6270.44,4183.366,3858.732,NOR,Norway,26903,17541.368
URY,Uruguay,0,19.5,2010,Post-secondary,24352.3,18422.73,14986.03,NOR,Norway,36408,27718.075
URY,Uruguay,0,19.5,2010,Secondary,11237.54,8106.021,6915.409,NOR,Norway,30723,21942.871
URY,Uruguay,0,19.5,2010,No education,6270.44,4183.366,3858.732,USA,United States,23649.63,17541.368
URY,Uruguay,0,19.5,2010,Post-secondary,24352.3,18422.73,14986.03,USA,United States,52819.74,27718.075
URY,Uruguay,0,19.5,2010,Secondary,11237.54,8106.021,6915.409,USA,United States,28405.18,21942.871
ZMB,Zambia,0,4629.69,2010,No education,148918.3,0,385.9912,AUS,Australia,16893.59,21014.1088
ZMB,Zambia,0,4629.69,2010,Post-secondary,2977377,1600000,7717.261,AUS,Australia,49858.97,34986.844
ZMB,Zambia,0,4629.69,2010,Secondary,1080396,250000,2800.35,AUS,Australia,40406.8,26057.93
ZMB,Zambia,0,4629.69,2010,No education,148918.3,0,385.9912,AUT,Austria,17608.82,21014.1088
ZMB,Zambia,0,4629.69,2010,Post-secondary,2977377,1600000,7717.261,AUT,Austria,35370.14,34986.844
ZMB,Zambia,0,4629.69,2010,Secondary,1080396,250000,2800.35,AUT,Austria,24308.16,26057.93
ZMB,Zambia,0,4629.69,2010,No education,148918.3,0,385.9912,CAN,Canada,24329.7,21014.1088
ZMB,Zambia,0,4629.69,2010,Post-secondary,2977377,1600000,7717.261,CAN,Canada,38053.46,34986.844
ZMB,Zambia,0,4629.69,2010,Secondary,1080396,250000,2800.35,CAN,Canada,28221.78,26057.93
ZMB,Zambia,0,4629.69,2010,No education,148918.3,0,385.9912,FRA,France,18260.06,21014.1088
ZMB,Zambia,0,4629.69,2010,Post-secondary,2977377,1600000,7717.261,FRA,France,35017.81,34986.844
ZMB,Zambia,0,4629.69,2010,Secondary,1080396,250000,2800.35,FRA,France,23269.14,26057.93
ZMB,Zambia,0,4629.69,2010,No education,148918.3,0,385.9912,DEU,Germany,22262,21014.1088
ZMB,Zambia,0,4629.69,2010,Post-secondary,2977377,1600000,7717.261,DEU,Germany,52544.73,34986.844
ZMB,Zambia,0,4629.69,2010,Secondary,1080396,250000,2800.35,DEU,Germany,29806.3,26057.93
ZMB,Zambia,0,4629.69,2010,No education,148918.3,0,385.9912,GBR,Great Britain,21294,21014.1088
ZMB,Zambia,0,4629.69,2010,Post-secondary,2977377,1600000,7717.261,GBR,Great Britain,41559.99,34986.844
ZMB,Zambia,0,4629.69,2010,Secondary,1080396,250000,2800.35,GBR,Great Britain,25725.88,26057.93
ZMB,Zambia,0,4629.69,2010,No education,148918.3,0,385.9912,NOR,Norway,26903,21014.1088
ZMB,Zambia,0,4629.69,2010,Post-secondary,2977377,1600000,7717.261,NOR,Norway,36408,34986.844
ZMB,Zambia,0,4629.69,2010,Secondary,1080396,250000,2800.35,NOR,Norway,30723,26057.93
ZMB,Zambia,0,4629.69,2010,No education,148918.3,0,385.9912,USA,United States,23649.63,21014.1088
ZMB,Zambia,0,4629.69,2010,Post-secondary,2977377,1600000,7717.261,USA,United States,52819.74,34986.844
ZMB,Zambia,0,4629.69,2010,Secondary,1080396,250000,2800.35,USA,United States,28405.18,26057.93
